_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
3614752,12836,BP-36762,1084,Bloor St W,Bloor St W,North,Gladstone Ave,East,NA,09,Bloorcourt Village,Ring,Existing,0,310143.35,4835595.788,-79.433750009,43.660287362,"c(-79.4337500042118, 43.6602873597367)"
3614753,12837,BP-28042,192,Carlton St,Carlton St,North,Seaton St,East,NA,13,Cabbagetown,Ring,Existing,0,315182.288,4835974.873,-79.371267112,43.663646339,"c(-79.3712671142962, 43.6636463454308)"
3614754,12838,BP-25052,322,Bloor St W,Bloor St W,North,Madison Ave,West,NA,11,Bloor Annex,Ring,Existing,0,312613.652,4836332.341,-79.403111121,43.666895462,"c(-79.4031111214462, 43.6668954609682)"
3614755,12839,BP-24446,722A,Pape Ave,Pape Ave,West,Lipton Ave,North,NA,14,Greektown on the Danforth,Ring,Existing,0,317272.027,4837773.336,-79.345314369,43.679802725,"c(-79.3453143702964, 43.6798027246261)"
3614756,12840,BP-35239,136,Simcoe St,Simcoe St,West,Nelson St,North,NA,10,Toronto Entertainment District,Ring,Existing,0,313914.487,4834393.443,-79.387013588,43.649427988,"c(-79.387013594105, 43.6494279876413)"
3614757,12841,BP-27022,445,Dovercourt Rd,Dovercourt Rd,East,College St,North,NA,09,College Promenade,Ring,Existing,0,310734.292,4834888.716,-79.426430938,43.653918279,"c(-79.4264309343248, 43.6539182809167)"
3614758,12842,BP-25128,270,Bloor St W,Bloor St W,North,Ln S Bloor W St George,North,NA,11,NA,Ring,Existing,0,312805.807,4836389.61,-79.400727563,43.667408915,"c(-79.4007275633701, 43.6674089132697)"
3614759,12843,BP-33819,95,Regal Rd,Regal Rd,South,Westmount Ave,South,NA,09,NA,Ring,Existing,0,309611.871,4837139.843,-79.440325819,43.674189531,"c(-79.4403258225936, 43.6741895370126)"
3614760,12844,BP-36401,4,Emerson Ave,Emerson Ave,West,Ln N Bloor E St Clarens,North,NA,09,NA,Ring,Existing,0,309553.589,4835488.395,-79.441063147,43.659324677,"c(-79.4410631494641, 43.65932468254)"
3614761,12845,BP-32621,55,Scollard St,Scollard St,South,Bay St,East,NA,11,Bloor-Yorkville,Ring,Existing,0,313681.959,4836924.431,-79.389854447,43.672213056,"c(-79.3898544471401, 43.6722130538119)"
3614762,12847,BP-35407,155A,John St,John St,East,Queen St W,North,NA,10,Queen Street West,Ring,Existing,0,313582.331,4834475.955,-79.391129773,43.650174698,"c(-79.3911297684081, 43.650174702187)"
3614763,12848,BP-21899,11,Colborne Lodge Dr,Colborne Lodge Dr,East,The Queensway,North,NA,04,NA,Ring,Existing,0,307972.243,4833434.414,-79.460681356,43.640844485,"c(-79.4606813510103, 43.6408444878476)"
3614764,12849,BP-21901,1209,King St W,King St W,South,Dufferin St,East,NA,10,NA,Ring,Existing,0,310702.526,4833226.771,-79.426842909,43.638958769,"c(-79.4268429034104, 43.638958768117)"
3614765,12850,BP-21906,145,Jameson Ave,King St W,South,Jameson Ave,East,NA,04,NA,Ring,Existing,0,309986.568,4833025.774,-79.435718557,43.637154854,"c(-79.435718554026, 43.6371548530296)"
3614766,12851,BP-21924,315,Front St W,Front St W,South,Windsor St,West,NA,10,Toronto Entertainment District,Ring,Existing,0,313642.848,4833737.887,-79.390391655,43.643530379,"c(-79.3903916511981, 43.6435303765829)"
3614767,12853,BP-21946,292,Bremner Blvd,Bremner Blvd,North,Rees St,East,NA,10,Toronto Entertainment District,Ring,Existing,0,313976.74,4833563.316,-79.386255982,43.641954952,"c(-79.3862559853184, 43.6419549578361)"
3614768,12854,BP-21949,331,Bremner Blvd,Bremner Blvd,South,Mariner Ter,East,NA,10,Toronto Entertainment District,Ring,Existing,0,313614.869,4833404.332,-79.390743899,43.640528259,"c(-79.3907438953152, 43.6405282605692)"
3614769,12855,BP-21962,365,Front St W,Front St W,South,Blue Jays Way,West,NA,10,Toronto Entertainment District,Ring,Existing,0,313506.261,4833692.417,-79.392085395,43.643122693,"c(-79.3920853959903, 43.643122695652)"
3614770,12856,BP-21972,317,Bremner Blvd,Bremner Blvd,South,Mariner Ter,East,NA,10,Toronto Entertainment District,Ring,Existing,0,313637.653,4833399.608,-79.390461577,43.640485463,"c(-79.390461576243, 43.6404854678994)"
3614771,12857,BP-21979,11,Lower Simcoe St,Lower Simcoe St,East,Lake Shore Blvd W,North,NA,10,Toronto Entertainment District,Ring,Existing,0,314215.321,4833448.036,-79.383300837,43.640914295,"c(-79.3833008319357, 43.6409143008367)"
3614772,12858,BP-21981,391,Front St W,Front St W,South,Spadina Ave,East,NA,10,Toronto Entertainment District,Ring,Existing,0,313430.42,4833660.423,-79.393025959,43.642835587,"c(-79.3930259589133, 43.6428355897682)"
3614773,12859,BP-21992,361,Front St W,Front St W,South,Blue Jays Way,West,NA,10,Toronto Entertainment District,Ring,Existing,0,313541.138,4833704.437,-79.391652899,43.643230484,"c(-79.3916528998902, 43.643230483049)"
3614774,12860,BP-22079,311X,Queens Quay W,Queens Quay W,South,Robertson Cres,West,NA,10,The Waterfront,Ring,Existing,0,313852.332,4833177.424,-79.387804461,43.638482927,"c(-79.3878044606039, 43.6384829288749)"
3614775,12862,BP-22010,153,Mc Caul St,Mc Caul St,East,Ln N D Arcy W Mc Caul,South,NA,11,NA,Ring,Existing,0,313520.48,4835077.691,-79.39188679,43.655591863,"c(-79.3918867873541, 43.6555918609398)"
3614776,12863,BP-22029,275,Queens Quay W,Queens Quay W,South,Robertson Cres,West,NA,10,The Waterfront,Ring,Existing,0,313945.325,4833196.431,-79.386651572,43.638652881,"c(-79.3866515763357, 43.6386528807893)"
3614777,12864,BP-22033,19,Orde St,Murray St,West,Orde St,South,NA,11,NA,Ring,Existing,0,313557.156,4835374.899,-79.391427277,43.658266696,"c(-79.3914272728485, 43.6582666987116)"
3614778,12865,BP-22036,319,Queens Quay W,Queens Quay W,South,Robertson Cres,West,NA,10,The Waterfront,Ring,Existing,0,313880.856,4833104.914,-79.387452151,43.637829887,"c(-79.3874521501289, 43.637829892513)"
3614779,12866,BP-22037,275,Queens Quay W,Queens Quay W,South,Robertson Cres,West,NA,10,The Waterfront,Ring,Existing,0,313940.527,4833195.034,-79.386711062,43.638640363,"c(-79.3867110669233, 43.6386403648337)"
3614780,12867,BP-22046,275,Queens Quay W,Queens Quay W,South,Robertson Cres,West,NA,10,The Waterfront,Ring,Existing,0,313937.293,4833193.995,-79.386751166,43.638631046,"c(-79.3867511670468, 43.6386310521332)"
3614781,12868,BP-22054,410,Queens Quay W,Queens Quay W,North,Lower Spadina Ave,East,NA,10,The Waterfront,Ring,Existing,0,313562.443,4833112.523,-79.391398426,43.637902201,"c(-79.3913984205852, 43.6379022010827)"
3614782,12869,BP-22058,339,Queens Quay W,Queens Quay W,South,Robertson Cres,West,NA,10,The Waterfront,Ring,Existing,0,313765.782,4833148.781,-79.388877643,43.638226147,"c(-79.3888776434068, 43.6382261505879)"
3614783,12870,BP-22082,275,Queens Quay W,Queens Quay W,South,Robertson Cres,West,NA,10,The Waterfront,Ring,Existing,0,313923.821,4833199.095,-79.386918057,43.63867712,"c(-79.3869180544039, 43.6386771243716)"
3614784,12871,BP-22083,311X,Queens Quay W,Queens Quay W,South,Robertson Cres,West,NA,10,The Waterfront,Ring,Existing,0,313853.044,4833177.205,-79.387795643,43.638480944,"c(-79.3877956396872, 43.6384809489153)"
3614785,12872,BP-22092,25,Rees St,Bremner Blvd,South,Rees St,East,NA,10,Toronto Entertainment District,Ring,Existing,0,313925.333,4833500.578,-79.386894222,43.641390862,"c(-79.3868942238922, 43.6413908628796)"
3614786,12873,BP-22100,16,Baldwin St,Baldwin St,North,Mc Caul St,West,NA,11,NA,Ring,Existing,0,313446.641,4835145.633,-79.392801127,43.656204293,"c(-79.3928011258387, 43.656204291867)"
3614787,12874,BP-22112,522,University Ave,Simcoe St,East,Elm St,South,NA,11,NA,Ring,Existing,0,313708.135,4835093.18,-79.389560059,43.655729061,"c(-79.3895600603411, 43.6557290586956)"
3614788,12875,BP-22134,222,St Patrick St,St Patrick St,West,Elm St,South,NA,11,NA,Ring,Existing,0,313605.674,4835108.838,-79.390830076,43.655871222,"c(-79.3908300783351, 43.6558712217827)"
3614789,12876,BP-22137,311X,Queens Quay W,Queens Quay W,South,Robertson Cres,West,NA,10,The Waterfront,Ring,Existing,0,313847.797,4833175.826,-79.387860697,43.638468599,"c(-79.3878606945081, 43.6384685998472)"
3614790,12877,BP-22144,222,St Patrick St,St Patrick St,West,Elm St,South,NA,11,NA,Ring,Existing,0,313602.72,4835116.952,-79.390866572,43.655944296,"c(-79.3908665687431, 43.6559442935935)"
3614791,12878,BP-22164,389,Church St,Church St,East,Carlton St,South,NA,13,NA,Ring,Temporarily Removed,0,314547.214,4835749.741,-79.37914562,43.661628452,"c(-79.3791456213752, 43.6616284563756)"
3614792,12879,BP-44765,611,Dundas St E,Dundas St E,South,Sumach St,West,NA,13,NA,Ring,Existing,0,316018.854,4835624.681,-79.36090161,43.660482003,"c(-79.3609016059352, 43.6604820046139)"
3614793,12881,BP-44768,611,Dundas St E,Dundas St E,South,Sumach St,West,NA,13,NA,Ring,Existing,0,316011.738,4835622.505,-79.360989879,43.660462527,"c(-79.3609898795043, 43.6604625250678)"
3614794,12882,BP-44745,302,Bay St,Bay St,West,Adelaide St W,South,NA,10,Financial District,Ring,Existing,0,314428.539,4834383.977,-79.380641401,43.649336303,"c(-79.3806414056161, 43.6493363050472)"
3614795,12883,BP-44766,611,Dundas St E,Dundas St E,South,Sumach St,West,NA,13,NA,Ring,Existing,0,316016.513,4835623.965,-79.360930646,43.660475596,"c(-79.3609306459143, 43.6604755949842)"
3614796,12884,BP-44761,128,Simcoe St,Nelson St,South,Simcoe St,West,NA,10,Toronto Entertainment District,Ring,Existing,0,313903.05,4834361.084,-79.387155913,43.649136847,"c(-79.3871559162465, 43.6491368531408)"
3614797,12885,BP-44755,558,Dundas St W,Dundas St W,North,Kensington Ave,East,NA,11,Chinatown,Ring,Existing,0,312897.541,4834750.389,-79.399614648,43.652652746,"c(-79.3996146449865, 43.6526527469725)"
3614798,12886,BP-44751,1098,Yonge St,Yonge St,West,Roxborough Dr,North,NA,11,Rosedale Main Street,Ring,Existing,0,313652.493,4837610.426,-79.390208596,43.678388251,"c(-79.390208598341, 43.6783882557916)"
3614799,12887,BP-44770,403,King St E,King St E,South,Parliament St,East,NA,13,NA,Ring,Existing,0,315864.858,4834779.182,-79.36282827,43.6528737,"c(-79.3628282651882, 43.6528737002577)"
3614800,12889,BP-44740,2768,Dundas St W,Dundas St W,North,Indian Road Cres,West,NA,04,NA,Ring,Existing,0,307909.571,4836155.452,-79.461442478,43.665337778,"c(-79.4614424775648, 43.6653377813533)"
3614801,12890,BP-44733,1312,King St W,King St W,North,Cowan Ave,East,NA,04,NA,Ring,Existing,0,310332.093,4833140.93,-79.431434999,43.638188929,"c(-79.4314349999428, 43.6381889271526)"
3614802,12892,BP-44769,403,King St E,King St E,South,Parliament St,East,NA,13,NA,Ring,Existing,0,315860.835,4834775.597,-79.362878218,43.652841492,"c(-79.3628782118505, 43.6528414903184)"
3614803,12893,BP-44739,2768,Dundas St W,Dundas St W,North,Indian Road Cres,West,NA,04,NA,Ring,Existing,0,307912.526,4836154.834,-79.461405839,43.665332204,"c(-79.4614058402373, 43.6653322061631)"
3614804,12894,BP-44748,360,Bay St,Bay St,West,Temperance St,North,NA,10,Financial District,Ring,Existing,0,314380.412,4834544.798,-79.381235146,43.65078453,"c(-79.3812351503724, 43.6507845313003)"
3614805,12895,BP-44775,525,King St E,Sumach St,West,King St E,South,NA,13,NA,Ring,Existing,0,316217.828,4835035.236,-79.358447075,43.655173194,"c(-79.3584470734495, 43.6551731918565)"
3614806,12896,BP-44771,403,King St E,King St E,South,Parliament St,East,NA,13,NA,Ring,Existing,0,315866.847,4834780.712,-79.362803574,43.652887439,"c(-79.3628035761492, 43.6528874427043)"
3614807,12897,BP-44774,525,King St E,Sumach St,West,King St E,South,NA,13,NA,Ring,Existing,0,316217.668,4835040.199,-79.358448951,43.655217864,"c(-79.3584489521148, 43.6552178678946)"
3614808,12898,BP-44758,128,Simcoe St,Nelson St,South,Simcoe St,West,NA,10,Toronto Entertainment District,Ring,Existing,0,313909.82,4834363.051,-79.387071957,43.64915447,"c(-79.3870719603246, 43.6491544759146)"
3614809,12899,BP-44760,128,Simcoe St,Nelson St,South,Simcoe St,West,NA,10,Toronto Entertainment District,Ring,Existing,0,313905.391,4834361.799,-79.387126886,43.649143259,"c(-79.3871268845256, 43.6491432604533)"
3614810,12900,BP-44754,194,Brunswick Ave,Brunswick Ave,West,Harbord St,North,NA,11,NA,Ring,Existing,0,312352.159,4835895.379,-79.406359728,43.662964924,"c(-79.4063597307606, 43.6629649257241)"
3614811,12901,BP-30735,259,Annette St,Annette St,South,Clendenan Ave,East,NA,04,NA,Ring,Existing,0,307056.9,4835809.048,-79.472016729,43.662222757,"c(-79.4720167273483, 43.6622227587473)"
3614812,12902,BP-32863,270X,Heath St W,Heath St W,North,Lonsmount Dr,East,NA,12,NA,Ring,Existing,0,311563.734,4838459.321,-79.416103366,43.686051356,"c(-79.4161033652687, 43.6860513613461)"
3614813,12904,BP-32255,31,Trinity St,Mill St,South,Trinity St,East,NA,10,NA,Ring,Existing,0,316146.448,4834549.364,-79.359342218,43.650800789,"c(-79.3593422146114, 43.6508007900066)"
3614814,12906,BP-26291,454,Eglinton Ave W,Eglinton Ave W,North,Duncannon Dr,East,NA,08,The Eglinton Way,Ring,Existing,0,311901.025,4840450.592,-79.411893415,43.703972203,"c(-79.4118934099871, 43.7039722021929)"
3614815,12907,BP-30354,80,Carr St,Carr St,North,Ln E Bathurst S Carr,West,NA,10,NA,Ring,Existing,0,312525.498,4834356.11,-79.404232502,43.649107659,"c(-79.404232501319, 43.6491076616759)"
3614816,12910,BP-44655,129,Peter St,Richmond St W,North,Peter St,East,NA,10,Toronto Entertainment District,Ring,Existing,0,313426.462,4834297.742,-79.393064845,43.648572369,"c(-79.393064842304, 43.6485723689596)"
3614817,12913,BP-44869,923,St Clair Ave W,St Clair Ave W,South,Oakwood Ave,East,NA,09,Regal Heights Village,Ring,Existing,0,310069.016,4837752.486,-79.434650586,43.679701027,"c(-79.4346505808368, 43.6797010285743)"
3614818,12914,BP-44876,1234,King St W,King St W,North,Gwynne Ave,East,NA,04,NA,Ring,Existing,0,310554.532,4833202.842,-79.428677426,43.638744529,"c(-79.4286774242288, 43.6387445333906)"
3614819,12915,BP-44872,1112,King St W,Joe Shuster Way,West,King St W,North,NA,10,NA,Ring,Existing,0,310951.186,4833346.874,-79.423759601,43.64003784,"c(-79.4237595969315, 43.6400378459005)"
3614820,12917,BP-44877,529,Oakwood Ave,Oakwood Ave,East,Strader Ave,North,NA,12,Oakwood Village,Ring,Existing,0,309541.83,4839302.979,-79.441175406,43.693661029,"c(-79.4411754095298, 43.6936610308699)"
3614821,12918,BP-44885,22,Via Bagnato,Via Bagnato,West,Lawrence Ave W,North,NA,08,NA,Ring,Existing,0,308605.055,4841686.174,-79.4527797,43.715118211,"c(-79.4527796963754, 43.7151182090224)"
3614822,12919,BP-44883,790,Lawrence Ave W,Lawrence Ave W,North,Via Aurelia Dr,West,NA,08,NA,Ring,Existing,0,308600.436,4841605.84,-79.45283759,43.714395127,"c(-79.4528375847283, 43.7143951257496)"
3614823,12921,BP-44880,794,Lawrence Ave W,Lawrence Ave W,North,Via Bagnato,West,NA,08,NA,Ring,Existing,0,308584.084,4841602.584,-79.453040533,43.714365896,"c(-79.4530405315835, 43.7143659012034)"
3614824,12922,BP-44879,529,Oakwood Ave,Oakwood Ave,East,Strader Ave,North,NA,12,Oakwood Village,Ring,Existing,0,309540.122,4839309.65,-79.441196539,43.693721085,"c(-79.4411965393744, 43.6937210893647)"
3614825,12924,BP-44896,175,River St,River St,East,Oak St,South,NA,13,NA,Ring,Existing,0,316211.557,4835826.981,-79.358508085,43.662300037,"c(-79.358508083925, 43.6623000386854)"
3614826,12925,BP-44866,1335,Davenport Rd,Davenport Rd,South,Bristol Ave,East,NA,09,NA,Ring,Existing,0,309696.334,4837043.015,-79.439279238,43.673317406,"c(-79.4392792382881, 43.673317405659)"
3614827,12927,BP-44873,1112,King St W,Joe Shuster Way,West,King St W,North,NA,10,NA,Ring,Existing,0,310950.819,4833348.071,-79.423764126,43.640048623,"c(-79.4237641320575, 43.6400486235736)"
3614828,12928,BP-44860,1724,St Clair Ave W,St Clair Ave W,North,Silverthorn Ave,East,NA,09,St. Clair Gardens,Ring,Existing,0,308057.433,4837162.868,-79.459602963,43.674405226,"c(-79.4596029627845, 43.6744052303471)"
3614829,12930,BP-44870,923,St Clair Ave W,St Clair Ave W,South,Oakwood Ave,East,NA,09,Regal Heights Village,Ring,Existing,0,310071.278,4837753.178,-79.434622523,43.679707236,"c(-79.434622519444, 43.6797072414384)"
3614830,12931,BP-44881,794,Lawrence Ave W,Lawrence Ave W,North,Via Bagnato,West,NA,08,NA,Ring,Existing,0,308582.846,4841602.288,-79.453055894,43.714363243,"c(-79.4530558969065, 43.7143632431419)"
3614831,12935,BP-21420,120,Front St E,Front St E,North,George St S,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315291.289,4834458.099,-79.369945059,43.649991829,"c(-79.369945054064, 43.6499918353004)"
3614832,12936,BP-32302,839,Yonge St,Yonge St,East,Davenport Rd,North,NA,11,NA,Ring,Existing,0,313828.308,4837076.935,-79.388037016,43.673584024,"c(-79.388037018333, 43.6735840262214)"
3614833,12937,BP-30674,475,Front St E,Front St E,South,Rolling Mills Rd,East,NA,13,NA,Ring,Existing,0,316445.451,4834803.421,-79.35563012,43.65308302,"c(-79.3556301168513, 43.6530830200985)"
3614834,12939,BP-35790,600,Fleet St,Fleet St,North,Iannuzzi St,East,NA,10,CityPlace and Fort York,Ring,Existing,0,312824.257,4832953.323,-79.400549832,43.636477505,"c(-79.4005498353693, 43.6364775086891)"
3614835,12940,BP-20544,498,Church St,Church St,West,Alexander St,North,NA,13,Church-Wellesley Village,Ring,Existing,0,314449.976,4836018.274,-79.380346461,43.664046875,"c(-79.3803464589332, 43.6640468766314)"
3614836,12942,BP-43872,421,Royal York Rd,Royal York Rd,East,Melrose St,North,NA,03,Mimico Village,Ring,Existing,0,304800.869,4831159.524,-79.499989227,43.620374074,"c(-79.4999892327569, 43.6203740716171)"
3614837,12943,BP-27133,25,Prince Arthur Ave,Prince Arthur Ave,South,Bedford Rd,East,NA,11,NA,Ring,Existing,0,313136.482,4836618.265,-79.396623646,43.669463472,"c(-79.3966236497754, 43.6694634752204)"
3614838,12944,BP-31865,493,King St E,King St E,South,Sackville St,East,NA,13,NA,Ring,Existing,0,316093.918,4834964.35,-79.359984726,43.654537011,"c(-79.3599847300099, 43.6545370156562)"
3614839,12945,BP-20516,1122,College St,College St,North,Ln W Dufferin S College,North,NA,09,College West,Ring,Existing,0,310193.175,4834730.976,-79.433140883,43.652502525,"c(-79.4331408825074, 43.6525025283003)"
3614840,12947,BP-31613,1130,Queen St E,Queen St E,North,Bertmount Ave,East,NA,14,Leslieville,Ring,Existing,0,318124.302,4835830.476,-79.334791963,43.66229968,"c(-79.3347919591127, 43.662299683417)"
3614841,12948,BP-29400,755-761,Jane St,Woolner Ave,South,Jane St,East,NA,05,NA,Ring,Existing,0,305338.334,4836859.246,-79.493324155,43.671679167,"c(-79.4933241560574, 43.6716791730195)"
3614842,12949,BP-21838,30,Breadalbane St,Breadalbane St,North,Bay St,East,NA,13,NA,Ring,Existing,0,314002.954,4835968.108,-79.385890087,43.663600983,"c(-79.3858900905346, 43.6636009836545)"
3614843,12950,BP-24309,2430,Bloor St W,Bloor St W,North,Jane St,East,NA,04,Bloor West Village,Ring,Existing,0,306092.846,4834398.545,-79.483973402,43.649528619,"c(-79.4839733962698, 43.6495286255077)"
3614844,12951,BP-33594,1476,Danforth Ave,Danforth Ave,North,Craven Rd,West,NA,14,THE DANNY Danforth Mosaic,Ring,Existing,0,318838.8,4838126.133,-79.325873201,43.682950396,"c(-79.3258732024231, 43.6829503986986)"
3614845,12952,BP-35774,17,Spadina Ave,Spadina Ave,East,Fort York Blvd,South,NA,10,Toronto Entertainment District,Ring,Existing,0,313459.964,4833375.222,-79.392664338,43.640268045,"c(-79.3926643321641, 43.6402680497902)"
3614846,12953,BP-30476,254,Queen St W,Queen St W,North,John St,West,NA,10,Queen Street West,Ring,Existing,0,313563.036,4834442.502,-79.391369504,43.649873802,"c(-79.3913695013086, 43.649873807717)"
3614847,12955,BP-32157,346,Oakwood Ave,Oakwood Ave,West,Holland Park Ave,North,NA,09,Oakwood Village,Ring,Existing,0,309752.475,4838512.551,-79.438569523,43.686544779,"c(-79.4385695245956, 43.6865447819497)"
3614848,12956,BP-28287,2206,Bloor St W,Bloor St W,North,Kennedy Ave,West,NA,04,Bloor West Village,Ring,Existing,0,306755.103,4834598.308,-79.475763086,43.651325317,"c(-79.4757630877444, 43.6513253185344)"
3614849,12957,BP-34338,20,Sussex Ave,Huron St,East,Sussex Ave,South,NA,11,NA,Ring,Existing,0,312823.128,4836118.19,-79.400516823,43.664965589,"c(-79.4005168172148, 43.6649655875297)"
3614850,12958,BP-26805,41,Avenue Rd,Avenue Rd,East,Yorkville Ave,North,NA,11,Bloor-Yorkville,Ring,Existing,0,313285.575,4836739.935,-79.394772916,43.670556977,"c(-79.3947729152172, 43.6705569783214)"
3614851,12959,BP-43975,72,Bellevue Ave,Bellevue Ave,West,Nassau St,North,NA,11,Kensington Market,Ring,Existing,0,312564.35,4835016.177,-79.403741392,43.655048749,"c(-79.4037413924098, 43.6550487485733)"
3614852,12960,BP-22071,281,Queens Quay W,Queens Quay W,South,Robertson Cres,West,NA,10,The Waterfront,Ring,Existing,0,313914.244,4833196.234,-79.387036807,43.638651491,"c(-79.387036801134, 43.6386514888281)"
3614853,12962,BP-21856,185,Spring Rd,Spring Rd,South,High Park Blvd,South,NA,04,NA,Ring,Existing,0,308116.441,4833670.242,-79.458892624,43.642966634,"c(-79.4588926291434, 43.6429666348027)"
3614854,12963,BP-35032,175,Plains Rd,Plains Rd,South,Milton Rd,South,NA,14,NA,Ring,Existing,0,318340.028,4839482.769,-79.332025491,43.695171087,"c(-79.332025496323, 43.6951710902191)"
3614855,12964,BP-36754,1110,Bloor St W,Bloor St W,North,Dufferin St,East,NA,09,Bloorcourt Village,Ring,Existing,0,310055.549,4835567.913,-79.434838883,43.660037067,"c(-79.4348388833037, 43.660037073098)"
3614856,12965,BP-21985,299,Front St W,Front St W,South,John St,West,NA,10,Toronto Entertainment District,Ring,Existing,0,313745.768,4833767.736,-79.389115455,43.643797829,"c(-79.3891154514342, 43.6437978277466)"
3614857,12966,BP-34084,1573,Bloor St W,Bloor St W,South,Dorval Rd,South,NA,04,Bloor By The Park,Ring,Existing,0,308493.129,4835103.396,-79.45421378,43.655865196,"c(-79.454213774765, 43.6558651955329)"
3614858,12967,BP-22190,389,Church St,Church St,East,Carlton St,South,NA,13,NA,Ring,Temporarily Removed,0,314548.074,4835747.161,-79.379135005,43.66160522,"c(-79.3791350049642, 43.6616052216874)"
3614859,12968,BP-22316,83,Gould St,Gould St,South,Mutual St,West,NA,13,NA,Ring,Existing,0,314736.862,4835383.928,-79.376800944,43.658333144,"c(-79.3768009400157, 43.6583331444203)"
3614860,12969,BP-22221,399,Yonge St,Gerrard St E,North,Yonge St,East,NA,13,Downtown Yonge,Ring,Existing,0,314323.098,4835477.397,-79.381929204,43.659179904,"c(-79.3819292033138, 43.6591799031671)"
3614861,12970,BP-22222,155,Dundas St E,Dundas St E,South,Mutual St,East,NA,13,NA,Ring,Existing,0,314843.602,4835212.629,-79.375480741,43.656789786,"c(-79.3754807470942, 43.656789791921)"
3614862,12971,BP-22263,851,Bay St,Bay St,East,Grosvenor St,South,NA,13,Downtown Yonge,Ring,Existing,0,313985.071,4835809.836,-79.386114523,43.662176541,"c(-79.3861145193611, 43.6621765472726)"
3614863,12972,BP-22269,70,Carlton St,Church St,East,Carlton St,North,NA,13,NA,Ring,Temporarily Removed,0,314532.464,4835796.903,-79.37932765,43.662053171,"c(-79.3793276539393, 43.6620531699813)"
3614864,12973,BP-22290,835,Bay St,Bay St,East,Grosvenor St,South,NA,13,Downtown Yonge,Ring,Existing,0,313988.04,4835800.163,-79.386077866,43.662089435,"c(-79.3860778715114, 43.6620894407761)"
3614865,12974,BP-22294,28,Wood St,Church St,West,Wood St,South,NA,13,Downtown Yonge,Ring,Existing,0,314501.631,4835846.322,-79.379709064,43.66249841,"c(-79.3797090618046, 43.6624984092678)"
3614866,12975,BP-22297,45,Grosvenor St,Grosvenor St,South,Terauley Lane,East,NA,11,NA,Ring,Existing,0,313942.469,4835828.775,-79.386642415,43.662347548,"c(-79.3866424187857, 43.6623475483875)"
3614867,12976,BP-22301,43,Gerrard St E,Gerrard St E,South,Church St,West,NA,13,NA,Ring,Existing,0,314542.217,4835527.191,-79.379211589,43.659625271,"c(-79.3792115944515, 43.6596252769655)"
3614868,12977,BP-22302,33,Gerrard St E,Gerrard St E,South,Victoria St,East,NA,13,NA,Ring,Existing,0,314483.436,4835510.016,-79.379940689,43.659471444,"c(-79.3799406943, 43.6594714469211)"
3614869,12978,BP-22308,84,Gerrard St W,La Plante Ave,East,Gerrard St W,North,NA,11,NA,Ring,Existing,0,314020.058,4835411.753,-79.385687519,43.658592838,"c(-79.3856875158222, 43.6585928387959)"
3614870,12979,BP-22309,83,Gould St,Gould St,South,Dalhousie St,East,NA,13,NA,Ring,Existing,0,314721.954,4835379.55,-79.376985852,43.658293938,"c(-79.3769858521998, 43.6582939356548)"
3614871,12980,BP-22311,165,Dalhousie St,Dalhousie St,East,Gould St,South,NA,13,NA,Ring,Existing,0,314718.454,4835341.373,-79.377029951,43.657950339,"c(-79.3770299470292, 43.657950338632)"
3614872,12981,BP-21509,417,Keele St,Keele St,East,Vine Ave,North,NA,04,Junction Gardens,Ring,Existing,0,307614.196,4836334.02,-79.465104081,43.666946306,"c(-79.4651040857591, 43.6669463083868)"
3614873,12982,BP-21391,333,Adelaide St E,Adelaide St E,South,Sherbourne St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315356.674,4834675.944,-79.36913026,43.651951803,"c(-79.3691302552545, 43.6519518065133)"
3614874,12983,BP-21400,187,King St E,George St,East,King St E,South,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315244.364,4834528.073,-79.370525407,43.650622351,"c(-79.3705254039111, 43.6506223552689)"
3614875,12984,BP-21408,59,Adelaide St E,Adelaide St E,South,Spice Mill Lane,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314831.485,4834563.319,-79.375643032,43.650945296,"c(-79.3756430327374, 43.6509452989159)"
3614876,12985,BP-21421,15,Toronto St,Court St,North,Toronto St,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314804.452,4834481.752,-79.375979662,43.650211449,"c(-79.3759796618096, 43.6502114506911)"
3614877,12986,BP-21422,175,Front St E,Front St E,South,Sherbourne St,West,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,315441.932,4834488.216,-79.36807703,43.650260791,"c(-79.3680770241707, 43.6502607887823)"
3614878,12987,BP-21430,60,Adelaide St E,Adelaide St E,North,Spice Mill Lane,East,NA,13,St. Lawrence Market Neighbourhood,Ring,Existing,0,314824.116,4834578.499,-79.375734105,43.651082034,"c(-79.375734101834, 43.6510820385823)"
