occupancy_date,id,occupied_beds
2021-10-02,7311423,NA
2021-10-02,7311424,NA
2021-10-02,7311425,NA
2021-10-02,7311426,NA
2021-10-02,7311427,NA
2021-10-02,7311428,26
2021-10-02,7311429,14
2021-10-02,7311430,NA
2021-10-02,7311431,NA
2021-10-02,7311432,NA
2021-10-02,7311433,10
2021-10-02,7311434,NA
2021-10-02,7311435,NA
2021-10-02,7311436,NA
2021-10-02,7311437,5
2021-10-02,7311438,NA
2021-10-02,7311439,NA
2021-10-02,7311440,36
2021-10-02,7311441,NA
2021-10-02,7311442,23
2021-10-02,7311443,NA
2021-10-02,7311444,70
2021-10-02,7311445,NA
2021-10-02,7311446,NA
2021-10-02,7311447,NA
2021-10-02,7311448,69
2021-10-02,7311449,50
2021-10-02,7311450,32
2021-10-02,7311451,59
2021-10-02,7311452,61
2021-10-02,7311453,16
2021-10-02,7311454,9
2021-10-02,7311455,50
2021-10-02,7311456,17
2021-10-02,7311457,NA
2021-10-02,7311458,3
2021-10-02,7311459,57
2021-10-02,7311460,21
2021-10-02,7311461,1
2021-10-02,7311462,NA
2021-10-02,7311463,47
2021-10-02,7311464,28
2021-10-02,7311465,44
2021-10-02,7311466,46
2021-10-02,7311467,NA
2021-10-02,7311468,41
2021-10-02,7311469,NA
2021-10-02,7311470,NA
2021-10-02,7311471,22
2021-10-02,7311472,46
2021-10-02,7311473,NA
2021-10-02,7311474,16
2021-10-02,7311475,15
2021-10-02,7311476,5
2021-10-02,7311477,11
2021-10-02,7311478,33
2021-10-02,7311479,21
2021-10-02,7311480,30
2021-10-02,7311481,23
2021-10-02,7311482,48
2021-10-02,7311483,NA
2021-10-02,7311484,45
2021-10-02,7311485,2
2021-10-02,7311486,21
2021-10-02,7311487,23
2021-10-02,7311488,25
2021-10-02,7311489,5
2021-10-02,7311490,NA
2021-10-02,7311491,45
2021-10-02,7311492,NA
2021-10-02,7311493,43
2021-10-02,7311494,19
2021-10-02,7311495,31
2021-10-02,7311496,51
2021-10-02,7311497,NA
2021-10-02,7311498,NA
2021-10-02,7311499,124
2021-10-02,7311500,37
2021-10-02,7311501,90
2021-10-02,7311502,35
2021-10-02,7311503,1
2021-10-02,7311504,66
2021-10-02,7311505,18
2021-10-02,7311506,NA
2021-10-02,7311507,12
2021-10-02,7311508,25
2021-10-02,7311509,40
2021-10-02,7311510,16
2021-10-02,7311511,8
2021-10-02,7311512,NA
2021-10-02,7311513,18
2021-10-02,7311514,13
2021-10-02,7311515,17
2021-10-02,7311516,22
2021-10-02,7311517,25
2021-10-02,7311518,19
2021-10-02,7311519,43
2021-10-02,7311520,NA
2021-10-02,7311521,24
2021-10-02,7311522,NA
2021-10-02,7311523,NA
2021-10-02,7311524,66
2021-10-02,7311525,NA
2021-10-02,7311526,48
2021-10-02,7311527,NA
2021-10-02,7311528,42
2021-10-02,7311529,NA
2021-10-02,7311530,233
2021-10-02,7311531,34
2021-10-02,7311532,NA
2021-10-02,7311533,19
2021-10-02,7311534,19
2021-10-02,7311535,40
2021-10-02,7311536,NA
2021-10-02,7311537,6
2021-10-02,7311538,16
2021-10-02,7311539,33
2021-10-02,7311540,3
2021-10-02,7311541,NA
2021-10-02,7311542,18
2021-10-02,7311543,NA
2021-10-02,7311544,22
2021-10-02,7311545,25
2021-10-02,7311546,24
2021-10-02,7311547,NA
2021-10-02,7311548,NA
2021-10-02,7311549,22
2021-10-02,7311550,11
2021-10-02,7311551,10
2021-10-02,7311552,26
2021-10-03,7311553,NA
2021-10-03,7311554,NA
2021-10-03,7311555,NA
2021-10-03,7311556,8
2021-10-03,7311557,NA
2021-10-03,7311558,NA
2021-10-03,7311559,NA
2021-10-03,7311560,NA
2021-10-03,7311561,NA
2021-10-03,7311562,NA
2021-10-03,7311563,NA
2021-10-03,7311564,27
2021-10-03,7311565,14
2021-10-03,7311566,NA
2021-10-03,7311567,NA
2021-10-03,7311568,NA
2021-10-03,7311569,11
2021-10-03,7311570,NA
2021-10-03,7311571,NA
2021-10-03,7311572,NA
2021-10-03,7311573,5
2021-10-03,7311574,NA
2021-10-03,7311575,NA
2021-10-03,7311576,35
2021-10-03,7311577,NA
2021-10-03,7311578,24
2021-10-03,7311579,NA
2021-10-03,7311580,70
2021-10-03,7311581,NA
2021-10-03,7311582,NA
2021-10-03,7311583,NA
2021-10-03,7311584,69
2021-10-03,7311585,50
2021-10-03,7311586,32
2021-10-03,7311587,59
2021-10-03,7311588,62
2021-10-03,7311589,16
2021-10-03,7311590,11
2021-10-03,7311591,50
2021-10-03,7311592,17
2021-10-03,7311593,NA
2021-10-03,7311594,3
2021-10-03,7311595,57
2021-10-03,7311596,21
2021-10-03,7311597,1
2021-10-03,7311598,NA
2021-10-03,7311599,50
2021-10-03,7311600,28
2021-10-03,7311601,44
2021-10-03,7311602,46
2021-10-03,7311603,NA
2021-10-03,7311604,40
2021-10-03,7311605,NA
2021-10-03,7311606,NA
2021-10-03,7311607,22
2021-10-03,7311608,46
2021-10-03,7311609,NA
2021-10-03,7311610,14
2021-10-03,7311611,17
2021-10-03,7311612,5
2021-10-03,7311613,11
2021-10-03,7311614,33
2021-10-03,7311615,21
2021-12-26,7323001,10
2021-10-03,7311616,31
2021-10-03,7311617,23
2021-10-03,7311618,48
2021-10-03,7311619,NA
2021-10-03,7311620,45
2021-10-03,7311621,2
2021-10-03,7311622,21
2021-10-03,7311623,23
2021-10-03,7311624,25
2021-10-03,7311625,5
2021-10-03,7311626,NA
2021-10-03,7311627,45
2021-10-03,7311628,NA
2021-10-03,7311629,45
2021-10-03,7311630,19
2021-10-03,7311631,31
2021-10-03,7311632,52
2021-10-03,7311633,NA
2021-10-03,7311634,NA
2021-10-03,7311635,124
2021-10-03,7311636,37
2021-10-03,7311637,90
2021-10-03,7311638,35
2021-10-03,7311639,1
2021-10-03,7311640,66
2021-10-03,7311641,18
2021-10-03,7311642,NA
2021-10-03,7311643,12
2021-10-03,7311644,26
2021-10-03,7311645,42
2021-10-03,7311646,17
2021-10-03,7311647,8
2021-10-03,7311648,NA
2021-10-03,7311649,18
2021-10-03,7311650,13
2021-10-03,7311651,17
2021-10-03,7311652,22
2021-10-03,7311653,25
2021-10-03,7311654,19
2021-10-03,7311655,43
2021-10-03,7311656,NA
2021-10-03,7311657,28
2021-10-03,7311658,NA
2021-10-03,7311659,NA
2021-10-03,7311660,66
2021-10-03,7311661,NA
2021-10-03,7311662,48
2021-10-03,7311663,NA
2021-10-03,7311664,41
2021-10-03,7311665,NA
2021-10-03,7311666,234
2021-10-03,7311667,34
2021-10-03,7311668,NA
2021-10-03,7311669,20
2021-10-03,7311670,19
2021-10-03,7311671,40
2021-10-03,7311672,NA
2021-10-03,7311673,6
2021-10-03,7311674,16
2021-10-03,7311675,33
2021-10-03,7311676,3
2021-10-03,7311677,NA
2021-10-03,7311678,18
2021-10-03,7311679,NA
2021-10-03,7311680,22
2021-10-03,7311681,25
2021-10-03,7311682,23
2021-10-03,7311683,NA
2021-10-03,7311684,NA
2021-10-03,7311685,23
2021-10-03,7311686,11
2021-10-03,7311687,10
2021-10-03,7311688,26
2021-10-04,7311689,NA
2021-10-04,7311690,NA
2021-10-04,7311691,NA
2021-10-04,7311692,8
2021-10-04,7311693,NA
2021-10-04,7311694,NA
2021-10-04,7311695,NA
2021-10-04,7311696,NA
2021-10-04,7311697,NA
2021-10-04,7311698,NA
2021-10-04,7311699,NA
2021-10-04,7311700,29
2021-10-04,7311701,14
2021-10-04,7311702,NA
2021-10-04,7311703,NA
2021-10-04,7311704,NA
2021-10-04,7311705,11
2021-10-04,7311706,NA
2021-10-04,7311707,NA
2021-10-04,7311708,NA
2021-10-04,7311709,5
2021-10-04,7311710,NA
2021-10-04,7311711,NA
2021-10-04,7311712,35
2021-10-04,7311713,NA
2021-10-04,7311714,24
2021-10-04,7311715,NA
2021-10-04,7311716,71
2021-10-04,7311717,NA
2021-10-04,7311718,NA
2021-10-04,7311719,NA
2021-10-04,7311720,70
2021-10-04,7311721,50
2021-10-04,7311722,33
2021-10-04,7311723,60
2021-10-04,7311724,62
2021-10-04,7311725,16
2021-10-04,7311726,10
2021-10-04,7311727,50
2021-10-04,7311728,17
2021-10-04,7311729,NA
2021-10-04,7311730,3
2021-10-04,7311731,57
2021-10-04,7311732,21
2021-10-04,7311733,1
2021-10-04,7311734,NA
2021-10-04,7311735,51
2021-10-04,7311736,28
2021-10-04,7311737,41
2021-10-04,7311738,46
2021-10-04,7311739,NA
2021-10-04,7311740,41
2021-10-04,7311741,NA
2021-10-04,7311742,NA
2021-10-04,7311743,22
2021-10-04,7311744,45
2021-10-04,7311745,NA
2021-10-04,7311746,16
2021-10-04,7311747,15
2021-10-04,7311748,5
2021-10-04,7311749,11
2021-10-04,7311750,33
2021-10-04,7311751,20
2021-10-04,7311752,30
2021-10-04,7311753,23
2021-10-04,7311754,48
2021-10-04,7311755,NA
2021-10-04,7311756,45
2021-10-04,7311757,2
2021-10-04,7311758,21
2021-10-04,7311759,23
2021-10-04,7311760,25
2021-10-04,7311761,5
2021-10-04,7311762,NA
2021-10-04,7311763,45
2021-10-04,7311764,NA
2021-10-04,7311765,45
2021-10-04,7311766,19
2021-10-04,7311767,29
2021-10-04,7311768,53
2021-10-04,7311769,NA
2021-10-04,7311770,NA
2021-10-04,7311771,124
2021-10-04,7311772,37
2021-10-04,7311773,90
2021-10-04,7311774,35
2021-10-04,7311775,1
2021-10-04,7311776,66
2021-10-04,7311777,17
2021-10-04,7311778,NA
2021-10-04,7311779,13
2021-10-04,7311780,26
2021-10-04,7311781,40
2021-10-04,7311782,17
2021-10-04,7311783,8
2021-10-04,7311784,NA
2021-10-04,7311785,19
2021-10-04,7311786,13
2021-10-04,7311787,17
2021-10-04,7311788,22
2021-10-04,7311789,25
2021-10-04,7311790,19
2021-10-04,7311791,43
2021-10-04,7311792,NA
2021-10-04,7311793,28
2021-10-04,7311794,NA
2021-10-04,7311795,NA
2021-10-04,7311796,65
2021-10-04,7311797,NA
2021-10-04,7311798,49
2021-10-04,7311799,NA
2021-10-04,7311800,41
2021-10-04,7311801,NA
2021-10-04,7311802,229
2021-10-04,7311803,33
2021-10-04,7311804,NA
2021-10-04,7311805,20
2021-10-04,7311806,19
2021-10-04,7311807,40
2021-10-04,7311808,NA
2021-10-04,7311809,6
2021-10-04,7311810,16
2021-10-04,7311811,33
2021-10-04,7311812,3
2021-10-04,7311813,NA
2021-10-04,7311814,18
2021-10-04,7311815,NA
2021-10-04,7311816,22
2021-10-04,7311817,24
2021-10-04,7311818,23
2021-10-04,7311819,NA
2021-10-04,7311820,NA
2021-10-04,7311821,21
2021-10-04,7311822,11
2021-10-04,7311823,10
2021-10-04,7311824,24
2021-10-05,7311825,NA
2021-10-05,7311826,NA
2021-10-05,7311827,NA
2021-10-05,7311828,8
2021-10-05,7311829,NA
2021-10-05,7311830,NA
2021-10-05,7311831,NA
2021-10-05,7311832,NA
2021-10-05,7311833,NA
2021-10-05,7311834,NA
2021-10-05,7311835,NA
2021-10-05,7311836,30
2021-10-05,7311837,13
2021-10-05,7311838,NA
2021-10-05,7311839,NA
2021-10-05,7311840,NA
2021-10-05,7311841,12
2021-10-05,7311842,NA
2021-10-05,7311843,NA
2021-10-05,7311844,NA
2021-10-05,7311845,5
2021-10-05,7311846,NA
2021-10-05,7311847,NA
2021-10-05,7311848,35
2021-10-05,7311849,NA
2021-10-05,7311850,24
2021-10-05,7311851,NA
2021-10-05,7311852,72
2021-10-05,7311853,NA
2021-10-05,7311854,NA
2021-10-05,7311855,NA
2021-10-05,7311856,70
2021-10-05,7311857,50
2021-10-05,7311858,32
2021-10-05,7311859,60
2021-10-05,7311860,58
2021-10-05,7311861,16
2021-10-05,7311862,11
2021-10-05,7311863,50
2021-10-05,7311864,17
2021-10-05,7311865,NA
2021-10-05,7311866,3
2021-10-05,7311867,56
2021-10-05,7311868,21
2021-10-05,7311869,1
2021-10-05,7311870,NA
2021-10-05,7311871,51
2021-10-05,7311872,28
2021-10-05,7311873,44
2021-10-05,7311874,45
2021-10-05,7311875,NA
2021-10-05,7311876,40
2021-10-05,7311877,NA
2021-10-05,7311878,NA
2021-10-05,7311879,22
2021-10-05,7311880,45
2021-10-05,7311881,NA
2021-10-05,7311882,15
2021-10-05,7311883,16
2021-10-05,7311884,5
2021-10-05,7311885,11
2021-10-05,7311886,34
2021-10-05,7311887,20
2021-10-05,7311888,30
2021-10-05,7311889,23
2021-10-05,7311890,50
2021-10-05,7311891,NA
2021-10-05,7311892,44
2021-10-05,7311893,2
2021-10-05,7311894,21
2021-10-05,7311895,22
2021-10-05,7311896,24
2021-10-05,7311897,5
2021-10-05,7311898,NA
2021-10-05,7311899,44
2021-10-05,7311900,NA
2021-10-05,7311901,50
2021-10-05,7311902,19
2021-10-05,7311903,30
2021-10-05,7311904,52
2021-10-05,7311905,NA
2021-10-05,7311906,NA
2021-10-05,7311907,124
2021-10-05,7311908,37
2021-10-05,7311909,90
2021-10-05,7311910,34
2021-10-05,7311911,1
2021-10-05,7311912,64
2021-10-05,7311913,18
2021-10-05,7311914,NA
2021-10-05,7311915,13
2021-10-05,7311916,27
2021-10-05,7311917,41
2021-10-05,7311918,17
2021-10-05,7311919,8
2021-10-05,7311920,NA
2021-10-05,7311921,18
2021-10-05,7311922,13
2021-10-05,7311923,17
2021-10-05,7311924,21
2021-10-05,7311925,25
2021-10-05,7311926,19
2021-10-05,7311927,43
2021-10-05,7311928,NA
2021-10-05,7311929,27
2021-10-05,7311930,NA
2021-10-05,7311931,NA
2021-10-05,7311932,65
2021-10-05,7311933,NA
2021-10-05,7311934,49
2021-10-05,7311935,NA
2021-10-05,7311936,46
2021-10-05,7311937,NA
2021-10-05,7311938,231
2021-10-05,7311939,34
2021-10-05,7311940,NA
2021-10-05,7311941,20
2021-10-05,7311942,19
2021-10-05,7311943,40
2021-10-05,7311944,NA
2021-10-05,7311945,6
2021-10-05,7311946,16
2021-10-05,7311947,33
2021-10-05,7311948,3
2021-10-05,7311949,NA
2021-10-05,7311950,18
2021-10-05,7311951,NA
2021-10-05,7311952,22
2021-10-05,7311953,24
2021-10-05,7311954,23
2021-10-05,7311955,NA
2021-10-05,7311956,NA
2021-10-05,7311957,21
2021-10-05,7311958,12
2021-10-05,7311959,10
2021-10-05,7311960,24
2021-10-06,7311961,NA
2021-10-06,7311962,NA
2021-10-06,7311963,NA
2021-10-06,7311964,8
2021-10-06,7311965,NA
2021-10-06,7311966,NA
2021-10-06,7311967,NA
2021-10-06,7311968,NA
2021-10-06,7311969,NA
2021-10-06,7311970,NA
2021-10-06,7311971,NA
2021-10-06,7311972,30
2021-10-06,7311973,13
2021-10-06,7311974,NA
2021-10-06,7311975,NA
2021-10-06,7311976,NA
2021-10-06,7311977,12
2021-10-06,7311978,NA
2021-10-06,7311979,NA
2021-10-06,7311980,NA
2021-10-06,7311981,5
2021-10-06,7311982,NA
2021-10-06,7311983,NA
2021-10-06,7311984,34
2021-10-06,7311985,NA
2021-10-06,7311986,24
2021-10-06,7311987,NA
2021-10-06,7311988,73
2021-10-06,7311989,NA
2021-10-06,7311990,NA
2021-10-06,7311991,NA
2021-10-06,7311992,70
2021-10-06,7311993,49
2021-10-06,7311994,33
2021-10-06,7311995,59
2021-10-06,7311996,62
2021-10-06,7311997,16
2021-10-06,7311998,8
2021-10-06,7311999,49
2021-10-06,7312000,16
2021-10-06,7312001,NA
2021-10-06,7312002,3
2021-10-06,7312003,57
2021-10-06,7312004,21
2021-10-06,7312005,1
2021-10-06,7312006,NA
2021-10-06,7312007,47
2021-10-06,7312008,28
2021-10-06,7312009,44
2021-10-06,7312010,45
2021-10-06,7312011,NA
2021-10-06,7312012,40
2021-10-06,7312013,NA
2021-10-06,7312014,NA
2021-10-06,7312015,22
2021-10-06,7312016,45
2021-10-06,7312017,NA
2021-10-06,7312018,14
2021-10-06,7312019,16
2021-10-06,7312020,5
2021-10-06,7312021,11
2021-10-06,7312022,34
2021-10-06,7312023,20
2021-10-06,7312024,34
2021-10-06,7312025,23
2021-10-06,7312026,50
2021-10-06,7312027,NA
2021-10-06,7312028,45
2021-10-06,7312029,2
2021-10-06,7312030,21
2021-10-06,7312031,22
2021-10-06,7312032,25
2021-10-06,7312033,5
2021-10-06,7312034,NA
2021-10-06,7312035,41
2021-12-28,7323227,NA
2021-10-06,7312036,NA
2021-10-06,7312037,55
2021-10-06,7312038,19
2021-10-06,7312039,29
2021-10-06,7312040,53
2021-10-06,7312041,NA
2021-10-06,7312042,NA
2021-10-06,7312043,123
2021-10-06,7312044,36
2021-10-06,7312045,90
2021-10-06,7312046,33
2021-10-06,7312047,1
2021-10-06,7312048,68
2021-10-06,7312049,18
2021-10-06,7312050,NA
2021-10-06,7312051,13
2021-12-28,7323228,NA
2021-10-06,7312052,25
2021-10-06,7312053,40
2021-10-06,7312054,17
2021-10-06,7312055,8
2021-10-06,7312056,NA
2021-10-06,7312057,19
2021-10-06,7312058,13
2021-10-06,7312059,18
2021-10-06,7312060,22
2021-10-06,7312061,25
2021-10-06,7312062,19
2021-10-06,7312063,43
2021-10-06,7312064,NA
2021-10-06,7312065,28
2021-10-06,7312066,NA
2021-10-06,7312067,NA
2021-10-06,7312068,66
2021-10-06,7312069,NA
2021-10-06,7312070,49
2021-10-06,7312071,NA
2021-10-06,7312072,48
2021-10-06,7312073,NA
2021-10-06,7312074,234
2021-10-06,7312075,34
2021-10-06,7312076,NA
2021-10-06,7312077,20
2021-10-06,7312078,19
2021-10-06,7312079,39
2021-10-06,7312080,NA
2021-10-06,7312081,6
2021-10-06,7312082,16
2021-10-06,7312083,33
2021-10-06,7312084,3
2021-10-06,7312085,NA
2021-10-06,7312086,18
2021-10-06,7312087,NA
2021-10-06,7312088,22
2021-10-06,7312089,24
2021-10-06,7312090,24
2021-10-06,7312091,NA
2021-10-06,7312092,NA
2021-10-06,7312093,22
2021-10-06,7312094,12
2021-10-06,7312095,10
2021-10-06,7312096,24
2021-10-07,7312097,NA
2021-10-07,7312098,NA
2021-10-07,7312099,NA
2021-10-07,7312100,8
2021-10-07,7312101,NA
2021-10-07,7312102,NA
2021-10-07,7312103,NA
2021-10-07,7312104,NA
2021-10-07,7312105,NA
2021-10-07,7312106,NA
2021-10-07,7312107,NA
2021-10-07,7312108,31
2021-10-07,7312109,14
2021-10-07,7312110,NA
2021-10-07,7312111,NA
2021-10-07,7312112,NA
2021-10-07,7312113,12
2021-10-07,7312114,NA
2021-10-07,7312115,NA
2021-10-07,7312116,NA
2021-10-07,7312117,5
2021-12-28,7323229,NA
2021-10-07,7312118,NA
2021-10-07,7312119,NA
2021-10-07,7312120,33
2021-10-07,7312121,NA
2021-10-07,7312122,24
2021-10-07,7312123,NA
2021-10-07,7312124,73
2021-10-07,7312125,NA
2021-10-07,7312126,NA
2021-10-07,7312127,NA
2021-10-07,7312128,69
2021-10-07,7312129,50
2021-10-07,7312130,34
2021-10-07,7312131,60
2021-10-07,7312132,61
2021-10-07,7312133,16
2021-10-07,7312134,9
2021-10-07,7312135,50
2021-12-28,7323230,2
2021-12-28,7323231,NA
2021-12-28,7323232,NA
2021-12-28,7323233,NA
2021-12-28,7323234,35
2021-12-28,7323235,NA
2021-12-28,7323236,23
2021-12-28,7323237,NA
2021-12-28,7323238,69
2021-10-07,7312136,16
2021-10-07,7312137,NA
2021-10-07,7312138,3
2021-10-07,7312139,57
2021-10-07,7312140,21
2021-10-07,7312141,1
2021-10-07,7312142,NA
2021-10-07,7312143,48
2021-10-07,7312144,28
2021-10-07,7312145,44
2021-10-07,7312146,46
2021-10-07,7312147,NA
2021-10-07,7312148,41
2021-10-07,7312149,NA
2021-10-07,7312150,NA
2021-10-07,7312151,21
2021-10-07,7312152,45
2021-10-07,7312153,NA
2021-10-07,7312154,15
2021-10-07,7312155,17
2021-10-07,7312156,5
2021-10-07,7312157,11
2021-10-07,7312158,34
2021-10-07,7312159,20
2021-10-07,7312160,36
2021-10-07,7312161,22
2021-12-28,7323239,NA
2021-10-07,7312162,50
2021-10-07,7312163,NA
2021-10-07,7312164,45
2021-10-07,7312165,2
2021-10-07,7312166,21
2021-10-07,7312167,24
2021-10-07,7312168,25
2021-10-07,7312169,5
2021-10-07,7312170,NA
2021-10-07,7312171,43
2021-10-07,7312172,NA
2021-10-07,7312173,54
2021-10-07,7312174,19
2021-10-07,7312175,29
2021-10-07,7312176,53
2021-10-07,7312177,NA
2021-10-07,7312178,NA
2021-12-28,7323240,NA
2021-12-28,7323241,NA
2021-12-28,7323242,75
2021-12-28,7323243,47
2021-12-28,7323244,47
2021-12-28,7323245,77
2021-12-28,7323246,66
2021-12-28,7323247,17
2021-12-28,7323248,1
2021-10-07,7312179,124
2021-10-07,7312180,36
2021-10-07,7312181,90
2021-10-07,7312182,35
2021-10-07,7312183,1
2021-10-07,7312184,67
2021-10-07,7312185,17
2021-10-07,7312186,NA
2021-10-07,7312187,13
2021-10-07,7312188,27
2021-10-07,7312189,41
2021-10-07,7312190,17
2021-10-07,7312191,8
2021-10-07,7312192,NA
2021-10-07,7312193,19
2021-10-07,7312194,13
2021-10-07,7312195,17
2021-10-07,7312196,22
2021-10-07,7312197,25
2021-10-07,7312198,19
2021-10-07,7312199,43
2021-10-07,7312200,NA
2021-10-07,7312201,28
2021-10-07,7312202,NA
2021-10-07,7312203,NA
2021-10-07,7312204,67
2021-10-07,7312205,NA
2021-10-07,7312206,49
2021-10-07,7312207,NA
2021-10-07,7312208,50
2021-10-07,7312209,NA
2021-10-07,7312210,234
2021-10-07,7312211,34
2021-10-07,7312212,NA
2021-10-07,7312213,20
2021-10-07,7312214,19
2021-10-07,7312215,40
2021-10-07,7312216,NA
2021-10-07,7312217,6
2021-10-07,7312218,16
2021-10-07,7312219,34
2021-10-07,7312220,3
2021-10-07,7312221,NA
2021-10-07,7312222,18
2021-10-07,7312223,NA
2021-10-07,7312224,22
2021-10-07,7312225,25
2021-10-07,7312226,24
2021-10-07,7312227,NA
2021-10-07,7312228,NA
2021-10-07,7312229,23
2021-10-07,7312230,12
2021-10-07,7312231,10
2021-10-07,7312232,24
2021-10-08,7312233,NA
2021-10-08,7312234,NA
2021-10-08,7312235,NA
2021-10-08,7312236,8
2021-10-08,7312237,NA
2021-10-08,7312238,NA
2021-10-08,7312239,NA
2021-10-08,7312240,NA
2021-10-08,7312241,NA
2021-10-08,7312242,NA
2021-10-08,7312243,NA
2021-10-08,7312244,31
2021-10-08,7312245,14
2021-10-08,7312246,NA
2021-10-08,7312247,NA
2021-10-08,7312248,NA
2021-10-08,7312249,12
2021-10-08,7312250,NA
2021-10-08,7312251,NA
2021-10-08,7312252,NA
2021-12-28,7323249,44
2021-10-08,7312253,5
2021-10-08,7312254,NA
2021-10-08,7312255,NA
2021-10-08,7312256,33
2021-10-08,7312257,NA
2021-10-08,7312258,24
2021-10-08,7312259,NA
2021-10-08,7312260,73
2021-10-08,7312261,NA
2021-10-08,7312262,NA
2021-10-08,7312263,NA
2021-10-08,7312264,69
2021-10-08,7312265,50
2021-10-08,7312266,33
2021-10-08,7312267,60
2021-10-08,7312268,62
2021-10-08,7312269,16
2021-10-08,7312270,11
2021-10-08,7312271,50
2021-10-08,7312272,16
2021-10-08,7312273,NA
2021-10-08,7312274,3
2021-10-08,7312275,57
2021-10-08,7312276,21
2021-10-08,7312277,1
2021-10-08,7312278,NA
2021-10-08,7312279,49
2021-10-08,7312280,28
2021-10-08,7312281,44
2021-10-08,7312282,47
2021-10-08,7312283,NA
2021-10-08,7312284,41
2021-10-08,7312285,NA
2021-10-08,7312286,NA
2021-10-08,7312287,22
2021-10-08,7312288,47
2021-10-08,7312289,NA
2021-10-08,7312290,15
2021-10-08,7312291,16
2021-10-08,7312292,5
2021-10-08,7312293,11
2021-10-08,7312294,34
2021-10-08,7312295,20
2021-10-08,7312296,36
2021-10-08,7312297,23
2021-10-08,7312298,52
2021-10-08,7312299,NA
2021-10-08,7312300,45
2021-10-08,7312301,2
2021-10-08,7312302,21
2021-10-08,7312303,24
2021-10-08,7312304,25
2021-10-08,7312305,5
2021-10-08,7312306,NA
2021-10-08,7312307,43
2021-10-08,7312308,NA
2021-10-08,7312309,54
2021-10-08,7312310,19
2021-10-08,7312311,30
2021-10-08,7312312,52
2021-10-08,7312313,NA
2021-10-08,7312314,NA
2021-10-08,7312315,124
2021-10-08,7312316,36
2021-10-08,7312317,90
2021-10-08,7312318,35
2021-10-08,7312319,1
2021-10-08,7312320,67
2021-10-08,7312321,16
2021-10-08,7312322,NA
2021-10-08,7312323,13
2021-10-08,7312324,27
2021-10-08,7312325,42
2021-10-08,7312326,17
2021-10-08,7312327,8
2021-10-08,7312328,NA
2021-10-08,7312329,19
2021-10-08,7312330,12
2021-10-08,7312331,17
2021-10-08,7312332,22
2021-10-08,7312333,25
2021-10-08,7312334,19
2021-10-08,7312335,43
2021-10-08,7312336,NA
2021-10-08,7312337,26
2021-10-08,7312338,NA
2021-10-08,7312339,NA
2021-10-08,7312340,66
2021-10-08,7312341,NA
2021-10-08,7312342,49
2021-10-08,7312343,NA
2021-10-08,7312344,50
2021-10-08,7312345,NA
2021-10-08,7312346,233
2021-10-08,7312347,34
2021-10-08,7312348,NA
2021-10-08,7312349,20
2021-10-08,7312350,19
2021-10-08,7312351,40
2021-10-08,7312352,NA
2021-10-08,7312353,6
2021-10-08,7312354,16
2021-10-08,7312355,34
2021-10-08,7312356,3
2021-10-08,7312357,NA
2021-10-08,7312358,18
2021-10-08,7312359,NA
2021-10-08,7312360,22
2021-10-08,7312361,25
2021-10-08,7312362,23
2021-10-08,7312363,NA
2021-10-08,7312364,NA
2021-10-08,7312365,22
2021-10-08,7312366,12
2021-10-08,7312367,10
2021-10-08,7312368,24
2021-10-09,7312369,NA
2021-10-09,7312370,NA
2021-10-09,7312371,NA
2021-10-09,7312372,8
2021-10-09,7312373,NA
2021-10-09,7312374,NA
2021-10-09,7312375,NA
2021-10-09,7312376,NA
2021-10-09,7312377,NA
2021-10-09,7312378,NA
2021-10-09,7312379,NA
2021-10-09,7312380,32
2021-10-09,7312381,14
2021-10-09,7312382,NA
2021-10-09,7312383,NA
2021-10-09,7312384,NA
2021-10-09,7312385,12
2021-10-09,7312386,NA
2021-10-09,7312387,NA
2021-10-09,7312388,NA
2021-10-09,7312389,5
2021-10-09,7312390,NA
2021-10-09,7312391,NA
2021-10-09,7312392,34
2021-10-09,7312393,NA
2021-10-09,7312394,23
2021-10-09,7312395,NA
2021-10-09,7312396,73
2021-10-09,7312397,NA
2021-10-09,7312398,NA
2021-10-09,7312399,NA
2021-10-09,7312400,69
2021-10-09,7312401,50
2021-10-09,7312402,33
2021-10-09,7312403,60
2021-10-09,7312404,62
2021-10-09,7312405,15
2021-10-09,7312406,10
2021-10-09,7312407,50
2021-10-09,7312408,16
2021-10-09,7312409,NA
2021-10-09,7312410,3
2021-10-09,7312411,57
2021-10-09,7312412,21
2021-10-09,7312413,1
2021-10-09,7312414,NA
2021-10-09,7312415,47
2021-10-09,7312416,28
2021-10-09,7312417,44
2021-10-09,7312418,45
2021-10-09,7312419,NA
2021-10-09,7312420,41
2021-10-09,7312421,NA
2021-10-09,7312422,NA
2021-10-09,7312423,22
2021-10-09,7312424,47
2021-10-09,7312425,NA
2021-10-09,7312426,15
2021-10-09,7312427,17
2021-10-09,7312428,5
2021-10-09,7312429,11
2021-10-09,7312430,34
2021-10-09,7312431,20
2021-10-09,7312432,39
2021-10-09,7312433,23
2021-10-09,7312434,52
2021-10-09,7312435,NA
2021-10-09,7312436,45
2021-10-09,7312437,2
2021-10-09,7312438,21
2021-10-09,7312439,25
2021-10-09,7312440,25
2021-10-09,7312441,5
2021-10-09,7312442,NA
2021-10-09,7312443,44
2021-10-09,7312444,NA
